EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
21-350;121350;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Labranza;Centro de Salud Familiar;Municipal;Primario;9101;Temuco;Calle;11;Uno Norte;452376675;01-03-2010;NO;No Aplica;No Aplica;-3.876.311;-7.275.345;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-308;121308;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Padre Las Casas;Centro de Salud Familiar;Municipal;Primario;9112;Padre Las Casas;Calle;;Barroso;800500905;;NO;No Aplica;No Aplica;-3.876.102;-7.259.332;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-307;121307;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Amanecer;Centro de Salud Familiar;Municipal;Primario;9101;Temuco;Calle;1280;Garibaldi;452557300;;NO;No Aplica;No Aplica;-3.875.661;-7.262.335;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-341;121341;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Nueva Imperial;Centro de Salud Familiar;Municipal;Primario;9111;Nueva Imperial;Calle;258;Gorostiaga;452611063;;NO;No Aplica;No Aplica;-3.874.447;-7.295.475;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-657;121657;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Metodista (D);Centro de Salud Familiar;Delegado;Primario;9101;Temuco;Calle;1449;Bernardo O'Higgins;;;NO;No Aplica;No Aplica;-3.873.729;-7.262.246;;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-303;121303;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Miraflores (Temuco);Centro de Salud Familiar;Servicio de Salud;Primario;9101;Temuco;Calle;1369;Miraflores;452555002;08-08-1952;NO;No Aplica;No Aplica;-3.873.519;-7.258.179;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-306;121306;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Santa Rosa;Centro de Salud Familiar;Municipal;Primario;9101;Temuco;Calle;316;Pircunche;452555803;;NO;No Aplica;No Aplica;-3.873.449;-725.721;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-305;121305;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Villa Alegre;Centro de Salud Familiar;Municipal;Primario;9101;Temuco;Calle;;Argentina;800500909;;NO;No Aplica;No Aplica;-387.265;-7.261.085;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-309;121309;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Pueblo Nuevo;Centro de Salud Familiar;Municipal;Primario;9101;Temuco;Calle;2815;Nahuelbuta;452558260;;NO;No Aplica;No Aplica;-3.871.801;-7.256.234;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-347;121347;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Pedro de Valdivia;Centro de Salud Familiar;Municipal;Primario;9101;Temuco;Calle;910;Chivilcán;452348388;01-01-2008;NO;No Aplica;No Aplica;-3.871.363;-7.262.011;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-911;200183;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar El Carmen;Centro de Salud Familiar;Municipal;Primario;9101;Temuco;Calle;100;Los Compositores;452643500;12-03-2015;NO;No Aplica;No Aplica;-3.871.274;-7.265.496;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-456;121456;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar de Cajón;Centro de Salud Familiar;Municipal;Primario;9119;Vilcún;Calle;357;Gabriela Mistral, Pueblo de Cajón;452603153;;NO;No Aplica;No Aplica;-3.868.004;-7.250.285;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-328;121328;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Trovolhue;Centro de Salud Familiar;Municipal;Primario;9102;Carahue;Calle;1335;Juan Pablo;452351306;;NO;No Aplica;No Aplica;-3.862.921;-73.314;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-327;121327;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Chol Chol;Centro de Salud Familiar;Municipal;Primario;9121;Cholchol;Calle;552;Aníbal Pinto;452351507;;NO;No Aplica;No Aplica;-3.860.708;-7.284.259;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-346;121346;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Lautaro;Centro de Salud Familiar;Municipal;Primario;9108;Lautaro;Calle;;Rodríguez;452557570;;NO;No Aplica;No Aplica;-3.853.729;-7.243.965;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
21-323;121323;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar  Perquenco;Centro de Salud Familiar;Municipal;Primario;9113;Perquenco;Calle;880;Nicasio de Toro;452537005;;NO;No Aplica;No Aplica;-3.841.834;-7.237.236;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
29-318;129318;;;9;La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Victoria;Centro de Salud Familiar;Municipal;Primario;9211;Victoria;Calle;730;Muñoz Vargas;800500902;;NO;No Aplica;No Aplica;-3.823.533;-7.233.024;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
29-301;129301;;;9;La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Huequén;Centro de Salud Familiar;Municipal;Primario;9201;Angol;Calle;;Camino Los Sauces;800500901;;NO;No Aplica;No Aplica;-3.781.883;-7.267.326;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
29-303;129303;;;9;La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Alemania de Angol;Centro de Salud Familiar;Municipal;Primario;9201;Angol;Calle;445;Baviera;800500903;;NO;No Aplica;No Aplica;-3.781.059;-7.269.327;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
29-304;129304;;;9;La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Piedra del Águila;Centro de Salud Familiar;Municipal;Primario;9201;Angol;Calle;537;Cautín;452519001;;NO;No Aplica;No Aplica;-3.779.598;-7.270.494;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
29-300;129300;;;9;La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Renaico;Centro de Salud Familiar;Municipal;Primario;9209;Renaico;Calle;;Progreso;452811850;;NO;No Aplica;No Aplica;-3.767.299;-7.258.068;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-315;115315;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Chépica;Centro de Salud Familiar;Municipal;Primario;6302;Chepica;Calle;;18 de Septiembre;722817229;;NO;No Aplica;No Aplica;-3.473.351;-7.126.817;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-328;115328;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Cunaco;Centro de Salud Familiar;Municipal;Primario;6305;Nancagua;Calle;;Pueblo de Cunaco;;01-06-2010;NO;No Aplica;No Aplica;-3.465.137;-7.128.386;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-316;115316;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Paredones;Centro de Salud Familiar;Municipal;Primario;6206;Paredones;Avenida;84;Dr. Moore;722336284;;NO;No Aplica;No Aplica;-346.428;-718.987;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-318;115318;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;CESFAM  Placilla;No Aplica;Municipal;Primario;6308;Placilla;Calle;84;Oscar Gajardo;722337491;;NO;No Aplica;No Aplica;-3.463.918;-71.117;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-319;115319;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Santa Cruz;Centro de Salud Familiar;Municipal;Primario;6310;Santa Cruz;Avenida;625;Diego Portales;722335550;;NO;No Aplica;No Aplica;-346.344;-7.136.903;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-323;115323;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Oriente de San Fernando;Centro de Salud Familiar;Municipal;Primario;6301;San Fernando;Calle;;José Miguel Carrera;800500607;;NO;No Aplica;No Aplica;-345.966;-7.097.087;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-445;115445;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar de Palmilla;Centro de Salud Familiar;Municipal;Primario;6306;Palmilla;Calle;;Ignacio Carrera Pinto;722952486;;NO;No Aplica;No Aplica;-3.459.587;-7.136.083;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-317;115317;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Chacabuco;Centro de Salud Familiar;Municipal;Primario;6301;San Fernando;Calle;;Manso de Velasco;722336750;;NO;No Aplica;No Aplica;-3.457.419;-7.099.197;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-313;115313;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Peralillo;Centro de Salud Familiar;Municipal;Primario;6307;Peralillo;Calle;;Cardenal Caro;722336442;;NO;No Aplica;No Aplica;-3.447.798;-7.147.711;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-326;115326;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar de Pelequen;Centro de Salud Familiar;Municipal;Primario;6109;Malloa;Calle;;Pueblo de Pelequen;;;NO;No Aplica;No Aplica;-3.446.134;-7.089.436;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-325;115325;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar de Malloa;Centro de Salud Familiar;Municipal;Primario;6109;Malloa;Calle;127;Bernales;;;NO;No Aplica;No Aplica;-3.444.145;-709.443;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-975;200075;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar San Vicente de Tagua Tagua;Centro de Salud Familiar;Municipal;Primario;6117;San Vicente;Avenida;460;Central;722342050;09-09-2014;NO;No Aplica;No Aplica;-3.443.789;-7.107.215;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-928;200632;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Rengo Consejal Gavino Martinez Maturana;Centro de Salud Familiar;Municipal;Primario;6115;Rengo;Calle;610;Quintalba;;11-12-2019;NO;No Aplica;No Aplica;-3.440.961;-7.085.009;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;11-09-2023;
15-329;115329;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Rengo;Centro de Salud Familiar;Municipal;Primario;6115;Rengo;Avenida;1850;Arturo Prat;722358900;;NO;No Aplica;No Aplica;-3.439.435;-708.506;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-312;115312;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Quinta de Tilcoco;Centro de Salud Familiar;Municipal;Primario;6114;Quinta de Tilcoco;Avenida;302;Jaime Barrientos;722541108;;NO;No Aplica;No Aplica;-3.435.329;-7.096.577;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-322;115322;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Rosario;Centro de Salud Familiar;Municipal;Primario;6115;Rengo;Calle;;San Ignacio;722336241;;NO;No Aplica;No Aplica;-3.434.891;-7.083.763;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-331;115331;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar La Esperanza;Centro de Salud Familiar;Municipal;Primario;6112;Peumo;Calle;18;Isla;722665625;12-12-2012;NO;No Aplica;No Aplica;-3.430.541;-7.127.108;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-311;115311;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Las Cabras;Centro de Salud Familiar;Municipal;Primario;6107;Las Cabras;Calle;506;John Kennedy;722501477;;NO;No Aplica;No Aplica;-3.429.056;-7.130.719;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-310;115310;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Requínoa;Centro de Salud Familiar;Municipal;Primario;6116;Requínoa;Calle;;Comercio;722336040;;NO;No Aplica;No Aplica;-3.428.796;-7.081.712;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-309;115309;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Francisco Labrin de Coltauco;Centro de Salud Familiar;Municipal;Primario;6104;Coltauco;Avenida;;Arturo Prat;722338580;;NO;No Aplica;No Aplica;-3.428.758;-7.108.382;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-308;115308;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Doñihue;Centro de Salud Familiar;Municipal;Primario;6105;Doñihue;Pasaje;;Dr. Sanhueza;800500604;;NO;No Aplica;No Aplica;-3.422.327;-7.096.113;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-327;115327;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Olivar Alto;Centro de Salud Familiar;Municipal;Primario;6111;Olivar;Calle;200;Rafael Estrada;;;NO;No Aplica;No Aplica;-3.421.298;-7.081.463;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-314;115314;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar La Estrella;Centro de Salud Familiar;Municipal;Primario;6202;La Estrella;Calle;;21 de Mayo;722335750;;NO;No Aplica;No Aplica;-3.420.897;-7.165.305;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-330;115330;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Gultro;Centro de Salud Familiar;Municipal;Primario;6111;Olivar;Calle;;Orocoipo;722231958;;NO;No Aplica;No Aplica;-3.420.341;-7.075.692;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-321;115321;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Lo Miranda;Centro de Salud Familiar;Municipal;Primario;6105;Doñihue;Calle;;Pedro Aguirre Cerda;;;NO;No Aplica;No Aplica;-3.419.892;-7.088.967;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-305;115305;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Dr. Osvaldo Ruz Orrego de Machalí;Centro de Salud Familiar;Municipal;Primario;6108;Machalí;Calle;398;Castro;722204957;;NO;No Aplica;No Aplica;-3.418.032;-7.065.161;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-301;115301;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Centro de Salud Familiar;Municipal;Primario;6101;Rancagua;Calle;;Almarza;722335991;;NO;No Aplica;No Aplica;-3.417.875;-707.399;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-302;115302;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Centro de Salud Familiar;Municipal;Primario;6101;Rancagua;Calle;;Miguel Ramírez;722335050;;NO;No Aplica;No Aplica;-3.417.427;-7.071.164;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-300;115300;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Centro de Salud Familiar;Municipal;Primario;6101;Rancagua;Calle;;Provincial Irene Frei;722222750;;NO;No Aplica;No Aplica;-3.416.693;-7.076.419;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-304;115304;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar N° 5 Dr. Juan Chiorrini;Centro de Salud Familiar;Municipal;Primario;6101;Rancagua;Avenida;;La Compañía;722261001;;NO;No Aplica;No Aplica;-34.163.491;-70.714.107;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-303;115303;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Nº 4 Dra. María Latife;Centro de Salud Familiar;Municipal;Primario;6101;Rancagua;Avenida;397;Republica;722203600;;NO;No Aplica;No Aplica;-3.415.461;-707.371;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-324;115324;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar N° 6 Ignacio Caroca;Centro de Salud Familiar;Municipal;Primario;6101;Rancagua;Avenida;1790;Constanza;722675900;;NO;No Aplica;No Aplica;-3.414.949;-7.070.904;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-307;115307;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Codegua;Centro de Salud Familiar;Municipal;Primario;6102;Codegua;Calle;376;O'Higgins;722335740;;NO;No Aplica;No Aplica;-3.403.911;-7.066.704;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-306;115306;;;6;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar San Francisco Mostazal;Centro de Salud Familiar;Municipal;Primario;6110;Mostazal;Calle;;Luco;722335537;;NO;No Aplica;No Aplica;-3.397.832;-7.070.813;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
15-320;115320;;;6;Libertador Gral. B. O'Higgins;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Valle Mar Navidad;Centro de Salud Familiar;Municipal;Primario;6205;Navidad;Calle;25;Plaza General Bonilla;722336154;;NO;No Aplica;No Aplica;-3.395.372;-7.183.028;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
