EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
02-410;102410;;;1;TARAPACÁ;2;SERVICIO DE SALUD TARAPACÁ;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL SIBAYA;No Aplica;Municipal;Primario;1404;HUARA;Calle;;Caserío de Sibaya;;;NO;No Aplica;No Aplica;-1.978.278;-6.917.311;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
02-400;102400;;;1;TARAPACÁ;2;SERVICIO DE SALUD TARAPACÁ;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL PISAGUA;No Aplica;Municipal;Primario;1404;HUARA;Avenida;;Arturo Prat;;;NO;No Aplica;No Aplica;-1.959.649;-7.021.126;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
02-407;102407;;;1;TARAPACÁ;2;SERVICIO DE SALUD TARAPACÁ;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL CHIAPA;No Aplica;Municipal;Primario;1404;HUARA;Calle;;Caserío de Chiapa;;;NO;No Aplica;No Aplica;-1.953.669;-6.920.615;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
02-415;102415;;;1;TARAPACÁ;2;SERVICIO DE SALUD TARAPACÁ;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL CARIQUIMA;No Aplica;Municipal;Primario;1403;COLCHANE;Calle;;Sector de Cariquima;;;NO;No Aplica;No Aplica;-194.692;-6.864.482;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
02-408;102408;;;1;TARAPACÁ;2;SERVICIO DE SALUD TARAPACÁ;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL MOQUELLA;No Aplica;Municipal;Primario;1402;CAMIÑA;Calle;;Caserío de Moquella;;;NO;No Aplica;No Aplica;-1.935.076;-695.144;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
02-409;102409;;;1;TARAPACÁ;2;SERVICIO DE SALUD TARAPACÁ;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL ENQUELGA;No Aplica;Municipal;Primario;1403;COLCHANE;Calle;;Sector Enquelga;;;NO;No Aplica;No Aplica;-1.922.906;-68.804.202;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-403;107403;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL VILLA PRAT;No Aplica;Municipal;Primario;5503;HIJUELAS;Calle;96;Villa Pratt;332272571;;NO;No Aplica;No Aplica;;;PÚBLICO;CERRADO;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;07-01-2025
08-400;108400;;;5;VALPARAÍSO;8;SERVICIO DE SALUD ACONCAGUA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LO CALVO;No Aplica;Municipal;Primario;5304;SAN ESTEBAN;Calle;;Lo Camus;;01-01-2009;NO;No Aplica;No Aplica;;;PÚBLICO;CERRADO;;;;23-08-2011
08-408;108408;;;5;VALPARAÍSO;8;SERVICIO DE SALUD ACONCAGUA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL CERRILLOS;No Aplica;Municipal;Primario;5702;CATEMU;Calle;2;Aldea Los Cerrillos;;;NO;No Aplica;No Aplica;;;PÚBLICO;CERRADO;;;;
07-420;107420;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL PEDEGUA;No Aplica;Municipal;Primario;5404;PETORCA;Otro;;Aldea Pedegua;;;NO;No Aplica;No Aplica;;;PÚBLICO;CERRADO;;;;
07-411;107411;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL PAPUDO;No Aplica;Municipal;Primario;5403;PAPUDO;;;;;;No Aplica;No Aplica;No Aplica;;;PÚBLICO;CERRADO;;;;
07-413;107413;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL ZAPALLAR;No Aplica;Municipal;Primario;5405;ZAPALLAR;;;;;;No Aplica;No Aplica;No Aplica;;;PÚBLICO;CERRADO;;;;
07-424;107424;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL AVIADOR ACEVEDO;No Aplica;Municipal;Primario;5801;QUILPUÉ;;;;;;No Aplica;No Aplica;No Aplica;;;PÚBLICO;CERRADO;;;;
07-432;107432;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL POMPEYA;No Aplica;Municipal;Primario;5801;QUILPUÉ;;;;;;No Aplica;No Aplica;No Aplica;;;PÚBLICO;CERRADO;;;;
06-412;106412;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL ROCAS DE SANTO DOMINGO;No Aplica;Municipal;Primario;5606;SANTO DOMINGO;;;;;;NO;No Aplica;No Aplica;;;;CERRADO;;;;
06-415;106415;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL EL TABO;No Aplica;Municipal;Primario;5605;EL TABO;;;;;;NO;No Aplica;No Aplica;;;;CERRADO;;;;
06-414;106414;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL SAN ENRIQUE;No Aplica;Municipal;Primario;5606;SANTO DOMINGO;Calle;;Sector San Enrique;;;NO;No Aplica;No Aplica;-33.908.094;-71.715.785;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-407;106407;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL BUCALEMU (SANTO DOMINGO);No Aplica;Municipal;Primario;5606;SANTO DOMINGO;Calle;;Sector Bucalemu;;;NO;No Aplica;No Aplica;-33.861.645;-71.657.738;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-413;106413;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL EL CONVENTO;No Aplica;Municipal;Primario;5606;SANTO DOMINGO;Calle;;Sector El Convento;;;NO;No Aplica;No Aplica;-3.377.087;-7.161.981;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-417;106417;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL EL ASILO;No Aplica;Municipal;Primario;5601;SAN ANTONIO;Calle;;Caserío El Asilo;;;NO;No Aplica;No Aplica;-33.752.633;-71.363.168;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-418;106418;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL CUNCUMÉN (SAN ANTONIO);No Aplica;Municipal;Primario;5601;SAN ANTONIO;Calle;;Aldea Councumén;;;NO;No Aplica;No Aplica;-33.735.169;-71.424.172;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-419;106419;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL SAN JUAN DE SAN ANTONIO;No Aplica;Municipal;Primario;5601;SAN ANTONIO;Calle;;Sector San Juan de San Antonio;;;NO;No Aplica;No Aplica;-3.363.487;-7.154.312;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-420;106420;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LEYDA;No Aplica;Municipal;Primario;5601;SAN ANTONIO;Calle;;Aldea Leyda;;;NO;No Aplica;No Aplica;-33.613.063;-7.144.412;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-421;106421;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL EL TURCO;No Aplica;Municipal;Primario;5603;CARTAGENA;Calle;;Caserío El Turco;;;NO;No Aplica;No Aplica;-3.354.581;-7.147.756;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-406;106406;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LO ZÁRATE;No Aplica;Municipal;Primario;5603;CARTAGENA;Calle;;Caserío Lo Zárate;;;NO;No Aplica;No Aplica;-3.353.304;-7.152.763;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-408;106408;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LO ABARCA;No Aplica;Municipal;Primario;5603;CARTAGENA;Calle;;Aldea Lo Abarca;;;NO;No Aplica;No Aplica;-3.352.184;-7.154.215;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-405;106405;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LAGUNILLAS;No Aplica;Municipal;Primario;5102;CASABLANCA;Calle;;Rojas Montt;;;NO;No Aplica;No Aplica;-3.344.247;-7.145.254;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-404;106404;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LOS MAITENES;No Aplica;Municipal;Primario;5102;CASABLANCA;Calle;;Caserío Los Maitenes;;;NO;No Aplica;No Aplica;-3.342.165;-7.139.167;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-410;106410;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL EL YECO;No Aplica;Municipal;Primario;5602;ALGARROBO;Calle;170;Manuel Rodríguez;;;NO;No Aplica;No Aplica;-3.330.806;-7.164.341;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-411;106411;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL SAN JOSÉ (ALGARROBO);No Aplica;Municipal;Primario;5602;ALGARROBO;Calle;;Caserío Camino a San José;;;NO;No Aplica;No Aplica;-3.330.198;-7.155.914;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-403;106403;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LAS DICHAS;No Aplica;Municipal;Primario;5102;CASABLANCA;Avenida;;Almirante Latorre;;;NO;No Aplica;No Aplica;-3.329.053;-7.150.131;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
06-402;106402;;;5;VALPARAÍSO;6;SERVICIO DE SALUD VALPARAÍSO SAN ANTONIO;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL QUINTAY;No Aplica;Municipal;Primario;5102;CASABLANCA;Calle;;Caleta Quintay;;;NO;No Aplica;No Aplica;-33.196.072;-71.696.375;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-400;107400;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL COLLIGUAY;No Aplica;Municipal;Primario;5801;QUILPUÉ;Calle;;Aldea Colliguay;322721502;;NO;No Aplica;No Aplica;-33.168.029;-71.144.169;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-401;107401;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL QUEBRADA ALVARADO;No Aplica;Municipal;Primario;5803;OLMUÉ;Calle;;Aldea Quebrada Alvarado;;;NO;No Aplica;No Aplica;-3.305.398;-7.110.814;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-426;107426;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LA VEGA (OLMUÉ);No Aplica;Municipal;Primario;5803;OLMUÉ;Calle;;Sector La Vega;;;NO;No Aplica;No Aplica;-3.303.775;-7.104.649;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-427;107427;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LAS PALMAS;No Aplica;Municipal;Primario;5803;OLMUÉ;Calle;;Caserío Las Palmas;;;NO;No Aplica;No Aplica;-3.302.285;-710.724;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-430;107430;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL MANZANAR;No Aplica;Municipal;Primario;5501;QUILLOTA;Calle;;Camino Manzanar;;;NO;No Aplica;No Aplica;-3.291.644;-7.137.564;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
08-404;108404;08-307;108307;5;VALPARAÍSO;8;SERVICIO DE SALUD ACONCAGUA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL RÍO BLANCO (LOS ANDES);No Aplica;Municipal;Primario;5301;LOS ANDES;Calle;;Camino Internacional;;;NO;No Aplica;No Aplica;-3.290.943;-7.030.435;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
08-405;108405;08-308;108308;5;VALPARAÍSO;8;SERVICIO DE SALUD ACONCAGUA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL SAN VICENTE (CALLE LARGA);No Aplica;Municipal;Primario;5302;CALLE LARGA;Calle;;Caserío El Estero;;;NO;No Aplica;No Aplica;-3.288.772;-7.059.135;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
08-403;108403;08-302;108302;5;VALPARAÍSO;8;SERVICIO DE SALUD ACONCAGUA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL RÍO COLORADO;No Aplica;Municipal;Primario;5304;SAN ESTEBAN;Calle;;Primera Quebrada;;;NO;No Aplica;No Aplica;-3.285.468;-704.614;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-433;107433;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL PACHACAMA;No Aplica;Municipal;Primario;5502;CALERA;Calle;;Libertad;332342305;;NO;No Aplica;No Aplica;-3.284.027;-7.114.945;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-402;107402;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL ROMERAL;No Aplica;Municipal;Primario;5503;HIJUELAS;Calle;;Hidráulica;332272505;;NO;No Aplica;No Aplica;-32.828.303;-71.042.393;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-428;107428;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL PACHACAMITA;No Aplica;Municipal;Primario;5502;CALERA;Calle;48;Camino Principal Pachacamita;332360852;;NO;No Aplica;No Aplica;-32.818.544;-71.175.361;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
08-401;108401;;108302;5;VALPARAÍSO;8;SERVICIO DE SALUD ACONCAGUA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL CARIÑO BOTADO;No Aplica;Municipal;Primario;5304;SAN ESTEBAN;Calle;;Las Faldas;;;NO;No Aplica;No Aplica;-3.279.561;-7.055.644;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-435;107435;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL MANUEL RODRÍGUEZ;No Aplica;Municipal;Primario;5502;CALERA;Avenida;;Alessandri;;;NO;No Aplica;No Aplica;-32.795.267;-71.193.637;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-434;107434;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LONCURA;No Aplica;Municipal;Primario;5107;QUINTERO;Calle;1900;Chimbote;;;NO;No Aplica;No Aplica;-3.278.842;-7.150.361;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
08-402;108402;;108302;5;VALPARAÍSO;8;SERVICIO DE SALUD ACONCAGUA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL CAMPOS DE AHUMADA;No Aplica;Municipal;Primario;5304;SAN ESTEBAN;Calle;;Campos de Ahumada Sector Bajo;;;NO;No Aplica;No Aplica;-3.271.099;-7.054.447;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
07-425;107425;;;5;VALPARAÍSO;7;SERVICIO DE SALUD VIÑA DEL MAR QUILLOTA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL HORCÓN;No Aplica;Municipal;Primario;5105;PUCHUNCAVÍ;Calle;;Sector Horcón;322796130;;NO;No Aplica;No Aplica;-3.271.085;-7.148.888;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
08-409;108409;;;5;VALPARAÍSO;8;SERVICIO DE SALUD ACONCAGUA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL SANTA FILOMENA (SANTA MARÍA);No Aplica;Municipal;Primario;5706;SANTA MARIA;Calle;;Lo Galdamez;;;NO;No Aplica;No Aplica;-3.270.201;-7.061.752;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
08-411;108411;08-304;108304;5;VALPARAÍSO;8;SERVICIO DE SALUD ACONCAGUA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL QUEBRADA DE HERRERA;No Aplica;Municipal;Primario;5705;PUTAENDO;Calle;;Aldea Quebrada de Herrera;;;NO;No Aplica;No Aplica;-3.267.427;-7.075.062;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
08-410;108410;08-304;108304;5;VALPARAÍSO;8;SERVICIO DE SALUD ACONCAGUA;Perteneciente al Sistema Nacional de Servicios de Salud;POSTA DE SALUD RURAL (PSR);ESTABLECIMIENTO DE SALUD;POSTA DE SALUD RURAL LA ORILLA (PUTAENDO);No Aplica;Municipal;Primario;5705;PUTAENDO;Calle;;Aldea La Orilla;;;NO;No Aplica;No Aplica;-3.265.693;-7.070.243;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
